region,port_complex_group,port_complex,year,category,comm_name_orig,comm_name,sci_name,landings_n
Northern,San Francisco,San Francisco-SF Bay-Delta,2019,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,8069
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,0
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,2
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,170
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,0
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,12
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Other species,"Bass, striped",Striped bass,Morone saxatilis,0
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,21
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Other species,"Seabass, white",White seabass,Atractoscion nobilis,3
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,45026
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,0
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,6046
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,4388
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,7080
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,78162
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,30
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,28
Northern,Monterey,Monterey-Moss Landing-Santa Cruz,2019,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,3277
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,0
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,12
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,2
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,0
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,380
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Other species,"Bass, striped",Striped bass,Morone saxatilis,0
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,0
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Other species,"Seabass, white",White seabass,Atractoscion nobilis,0
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,48300
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,0
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,4672
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,15215
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,23070
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,144352
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,129
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,5
Northern,Morro Bay,Avila Beach-Morro Bay,2019,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,4673
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,317
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,7798
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,2356
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,13659
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,152856
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Other species,"Bass, striped",Striped bass,Morone saxatilis,0
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,0
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Other species,"Seabass, white",White seabass,Atractoscion nobilis,3853
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,28024
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,2020
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,372
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,37621
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,654
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,276409
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,213
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,11
Southern,Santa Barbara,Port Hueneme-Oxnard-Ventura-Santa Barbara,2019,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,10025
Southern,Los Angeles,Newport Beach,2019,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,1747
Southern,Los Angeles,Newport Beach,2019,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,1612
Southern,Los Angeles,Newport Beach,2019,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,4185
Southern,Los Angeles,Newport Beach,2019,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,6175
Southern,Los Angeles,Newport Beach,2019,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,38873
Southern,Los Angeles,Newport Beach,2019,Other species,"Bass, striped",Striped bass,Morone saxatilis,0
Southern,Los Angeles,Newport Beach,2019,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,88
Southern,Los Angeles,Newport Beach,2019,Other species,"Seabass, white",White seabass,Atractoscion nobilis,34
Southern,Los Angeles,Newport Beach,2019,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,12
Southern,Los Angeles,Newport Beach,2019,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,36065
Southern,Los Angeles,Newport Beach,2019,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,9
Southern,Los Angeles,Newport Beach,2019,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,329
Southern,Los Angeles,Newport Beach,2019,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,1
Southern,Los Angeles,Newport Beach,2019,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,51763
Southern,Los Angeles,Newport Beach,2019,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,2
Southern,Los Angeles,Newport Beach,2019,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,0
Southern,Los Angeles,Newport Beach,2019,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,97
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,2161
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,2639
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,1727
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,11730
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,12114
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Other species,"Bass, striped",Striped bass,Morone saxatilis,0
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,14
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Other species,"Seabass, white",White seabass,Atractoscion nobilis,20
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,11
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,18628
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,0
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,322
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,6
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,68438
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,4
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,30
Southern,Los Angeles,Oceanside-Dana Harbor,2019,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,66
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,4735
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,988
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,2632
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,3768
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,28729
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Other species,"Bass, striped",Striped bass,Morone saxatilis,0
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,1
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Other species,"Seabass, white",White seabass,Atractoscion nobilis,17
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,31
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,25752
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,4
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,234
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,8
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,204925
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,4
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,0
Southern,Los Angeles,Redondo-Marina del Rey-Malibu,2019,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,319
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,3951
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,8350
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,14947
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,23752
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,95829
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Other species,"Bass, striped",Striped bass,Morone saxatilis,0
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,20
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Other species,"Seabass, white",White seabass,Atractoscion nobilis,324
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,444
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,51272
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,33
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,6210
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,77
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,150448
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,18
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,17
Southern,Los Angeles,Seal Beach-Long Beach-San Pedro,2019,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,3268
Southern,San Diego,San Diego-Mission Bay,2019,Other species,"Bass, barred sand",Barred sand bass,Paralabrax nebulifer,5179
Southern,San Diego,San Diego-Mission Bay,2019,Other species,"Sheephead, California",California sheephead,Semicossyphus pulcher,1579
Southern,San Diego,San Diego-Mission Bay,2019,Other species,"Fishes, unspecified",Fish,Osteichthyes spp.,9337
Southern,San Diego,San Diego-Mission Bay,2019,Other species,"Bass, kelp (calico)",Kelp bass,Paralabrax clathratus,6205
Southern,San Diego,San Diego-Mission Bay,2019,Other species,"Whitefish, ocean",Ocean whitefish,Caulolatilus princeps,8435
Southern,San Diego,San Diego-Mission Bay,2019,Other species,"Bass, striped",Striped bass,Morone saxatilis,0
Southern,San Diego,San Diego-Mission Bay,2019,Other species,"Croaker, white",White croaker (kingfish),Genyonemus lineatus,1
Southern,San Diego,San Diego-Mission Bay,2019,Other species,"Seabass, white",White seabass,Atractoscion nobilis,179
Southern,San Diego,San Diego-Mission Bay,2019,Rockfish,"Rockfish, blue",Blue rockfish,Sebastes mystinus,134
Southern,San Diego,San Diego-Mission Bay,2019,Rockfish,"Scorpionfish, California",California scorpionfish,Scorpaena guttata,5523
Southern,San Diego,San Diego-Mission Bay,2019,Rockfish,"Rockfish, canary",Canary rockfish,Sebastes pinniger,73
Southern,San Diego,San Diego-Mission Bay,2019,Rockfish,"Rockfish, copper",Copper rockfish,Sebastes caurinus,605
Southern,San Diego,San Diego-Mission Bay,2019,Rockfish,"Rockfish, gopher",Gopher rockfish,Sebastes carnatus,251
Southern,San Diego,San Diego-Mission Bay,2019,Rockfish,"Rockfishes, unspecified",Rockfish,Sebastes spp.,106116
Southern,San Diego,San Diego-Mission Bay,2019,Roundfish,Cabezon,Cabezon,Scorpaenichthys marmoratus,3
Southern,San Diego,San Diego-Mission Bay,2019,Roundfish,"Greenling, kelp",Kelp greenling,Hexagrammos decagrammus,9
Southern,San Diego,San Diego-Mission Bay,2019,Roundfish,Lingcod,Lingcod,Ophiodon elongatus,1263
